gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
ECEL1,104.504207002326,3.02255007881277,0.187143121011917,7.41285396477904e-60,1.35527936123738e-57
NARS2,2074.82667419342,0.736295047807945,0.045478875796808,8.46196480159465e-60,1.53161562908863e-57
SLC31A1,6066.80479436756,-0.828570803979943,0.0508314610318475,1.1409022612962e-59,2.04458722073873e-57
ATP9A,416.783185767098,2.10923251133201,0.130733412215461,1.44940881667252e-59,2.57199015507575e-57
SCN5A,839.39254823791,1.21528339125696,0.0758641839583576,8.72949004207777e-59,1.53401718215153e-56
ACE,8894.68740864864,-1.02170541025676,0.0640585274799798,4.56010764277846e-58,7.93634118598943e-56
GAL,31774.5033261838,1.40111403590663,0.0883008367060563,7.70988264903748e-58,1.32903691378646e-55
PLPPR3,624.13152634311,1.84683074281093,0.116510451431466,9.22598833835213e-58,1.57538102758654e-55
SPOCK2,412.432393032555,2.01100334678605,0.127828320239174,4.11920906341451e-57,6.96800785493483e-55
ZBTB46,704.182557176248,1.13853612929774,0.0721916718710681,4.24716188947755e-57,7.11792872217997e-55
TRIL,2297.59526304294,1.15032404989063,0.0727526478811816,4.46834152948049e-57,7.41990657647678e-55
COL6A3,547.134187550574,1.44845949366142,0.0923003936725907,1.26379508355609e-56,2.07951736476047e-54
MAFK,377.884087895878,1.8051654321934,0.115483569646179,3.65327344521256e-56,5.95713958183309e-54
WDR86,207.219795658623,2.66203529940009,0.17073302066137,3.70338619755811e-56,5.98493662283945e-54
SPRED3,836.63526169734,1.1595945509856,0.0744747657485133,9.70942167128175e-56,1.54899542160382e-53
RAB6B,614.613098657807,2.01718840527156,0.129657557011019,9.75610376037764e-56,1.54899542160382e-53
RARB,446.72946701355,1.73033721259542,0.111235250181102,1.92902671619117e-55,3.03612030983131e-53
SNCG,2613.94311012272,1.18954917438157,0.0773102091652507,8.7269390643414e-55,1.36170342297051e-52
SMG6,1109.12548007214,0.940071779310154,0.0606934662555419,1.14388617153897e-54,1.76960168417568e-52
CASC15,359.378551050401,1.55520762989962,0.100942553929448,1.26897645925355e-54,1.94648084004146e-52
VLDLR,1008.896453426,0.976779897683736,0.0634817227525614,2.0389043562594e-54,3.1011906595206e-52
DPYSL4,3479.78808041928,0.88465279209998,0.0577716025880673,7.80609611081384e-54,1.17741949671442e-51
ST8SIA4,568.349804309482,1.2346138664988,0.0809727685708213,1.59536135997207e-53,2.37089016503614e-51
SLC29A1,2350.54993340934,-0.805405703031528,0.052650433674527,1.59805856427851e-53,2.37089016503614e-51
PLPP4,3156.34013761558,0.778721006634831,0.0512930184083615,6.17987422811883e-53,9.09396126251633e-51
