gene	condition	cluster_v2
G6PD	RA upregulated	2
GABRP	RA upregulated	2
GAL3ST3	RA upregulated	2
GALNT16	RA upregulated	2
GALNT4	RA upregulated	2
GAS1	RA upregulated	2
GASAL1	RA upregulated	2
GBP2	RA upregulated	2
GCNT1	RA upregulated	2
GCNT2	RA upregulated	2
GDF15	RA upregulated	2
GDF5	RA upregulated	2
GFRA1	RA upregulated	2
GFRA3	RA upregulated	2
GLIPR2	RA upregulated	2
GNA15	RA upregulated	2
GNAL	RA upregulated	2
GNG11	RA upregulated	2
GOLGA2P5	RA upregulated	2
GPAT3	RA upregulated	2
GPC3	RA upregulated	2
GPR160	RA upregulated	2
GPR161	RA upregulated	2
GPR4	RA upregulated	2
GPR68	RA upregulated	2
GPR85	RA upregulated	2
GPRC5A	RA upregulated	2
GPRC5B	RA upregulated	2
GPRIN3	RA upregulated	2
GPT2	RA upregulated	2
GRAP2	RA upregulated	2
GRIN2D	RA upregulated	2
GSTT1	RA upregulated	2
GUCY1A2	RA upregulated	2
GUSB	RA upregulated	2
H1-0	RA upregulated	2
H19	RA upregulated	2
H6PD	RA upregulated	2
HAS2	RA upregulated	2
HCRTR1	RA upregulated	2
HDAC2-AS2	RA upregulated	2
HDGFL3	RA upregulated	2
HECA	RA upregulated	2
HES7	RA upregulated	2
HEY1	RA upregulated	2
HGF	RA upregulated	2
HIC1	RA upregulated	2
HIF1A	RA upregulated	2
HIF1A-AS1	RA upregulated	2
HIF3A	RA upregulated	2
HIP1	RA upregulated	2
HIVEP2	RA upregulated	2
HLA-DRB5	RA upregulated	2
HLX	RA upregulated	2
HMCN2	RA upregulated	2
HMGCR	RA upregulated	2
HOMER3	RA upregulated	2
HOOK1	RA upregulated	2
HOXA3	RA upregulated	2
HOXB3	RA upregulated	2
HOXC10	RA upregulated	2
HOXC9	RA upregulated	2
HOXD11	RA upregulated	2
HOXD13	RA upregulated	2
HOXD4	RA upregulated	2
HOXD8	RA upregulated	2
HS3ST2	RA upregulated	2
HTR1A	RA upregulated	2
HTR1E	RA upregulated	2
HTR2B	RA upregulated	2
HYI	RA upregulated	2
IDH1	RA upregulated	2
IER2	RA upregulated	2
IER5	RA upregulated	2
IFITM10	RA upregulated	2
IFITM2	RA upregulated	2
IFITM3	RA upregulated	2
IFT22	RA upregulated	2
IGF2	RA upregulated	2
IGF2-AS	RA upregulated	2
IGFBP5	RA upregulated	2
IGFBP6	RA upregulated	2
IGFN1	RA upregulated	2
IGSF9	RA upregulated	2
IL13RA1	RA upregulated	2
IL13RA2	RA upregulated	2
IL15	RA upregulated	2
IL17RA	RA upregulated	2
IL17RD	RA upregulated	2
IL1RAP	RA upregulated	2
IL6R	RA upregulated	2
INHBA	RA upregulated	2
INHBE	RA upregulated	2
INKA1	RA upregulated	2
INPP5F	RA upregulated	2
INSIG1	RA upregulated	2
INSM1	RA upregulated	2
IRAIN	RA upregulated	2
IRAK4	RA upregulated	2
IRF7	RA upregulated	2
IRX3	RA upregulated	2
ISG20	RA upregulated	2
ISL2	RA upregulated	2
ISOC1	RA upregulated	2
ISYNA1	RA upregulated	2
ITGA2	RA upregulated	2
ITGA4	RA upregulated	2
ITGA5	RA upregulated	2
ITGA7	RA upregulated	2
ITGB1BP2	RA upregulated	2
ITGB5	RA upregulated	2
ITGB6	RA upregulated	2
ITGB8	RA upregulated	2
ITPKB	RA upregulated	2
ITPR3	RA upregulated	2
ITPRIP	RA upregulated	2
JDP2	RA upregulated	2
JUND	RA upregulated	2
KANK4	RA upregulated	2
KAT6B	RA upregulated	2
KCNAB1	RA upregulated	2
KCNG4	RA upregulated	2
KCNJ2	RA upregulated	2
KCNK2	RA upregulated	2
KHNYN	RA upregulated	2
KIAA0040	RA upregulated	2
KIAA0754	RA upregulated	2
KIAA1549L	RA upregulated	2
KIF13A	RA upregulated	2
KIF13B	RA upregulated	2
KITLG	RA upregulated	2
KLF12	RA upregulated	2
KLHDC7B	RA upregulated	2
KLRK1-AS1	RA upregulated	2
KRBA1	RA upregulated	2
KRT18	RA upregulated	2
KRT8	RA upregulated	2
KRT80	RA upregulated	2
KRT86	RA upregulated	2
L3MBTL2-AS1	RA upregulated	2
L3MBTL3	RA upregulated	2
LAPTM4B	RA upregulated	2
LARP6	RA upregulated	2
LAT2	RA upregulated	2
LATS2	RA upregulated	2
LCAT	RA upregulated	2
LGALS1	RA upregulated	2
LHFPL6	RA upregulated	2
LIF	RA upregulated	2
LIFR	RA upregulated	2
LINC00379	RA upregulated	2
LINC00473	RA upregulated	2
LINC00487	RA upregulated	2
LINC00518	RA upregulated	2
LINC00525	RA upregulated	2
LINC00578	RA upregulated	2
LINC00673	RA upregulated	2
LINC00934	RA upregulated	2
LINC01091	RA upregulated	2
LINC01116	RA upregulated	2
LINC01117	RA upregulated	2
LINC01163	RA upregulated	2
LINC01425	RA upregulated	2
LINC01572	RA upregulated	2
LINC01583	RA upregulated	2
LINC01638	RA upregulated	2
LINC01659	RA upregulated	2
LINC01819	RA upregulated	2
LINC02257	RA upregulated	2
LINC02458	RA upregulated	2
LINC02461	RA upregulated	2
LINC02554	RA upregulated	2
LINC02577	RA upregulated	2
LINC02732	RA upregulated	2
LINGO3	RA upregulated	2
LIPC	RA upregulated	2
LIPG	RA upregulated	2
LMCD1	RA upregulated	2
LMNTD1	RA upregulated	2
LNCAROD	RA upregulated	2
LOC100128317	RA upregulated	2
LOC100128653	RA upregulated	2
LOC100130744	RA upregulated	2
LOC100288175	RA upregulated	2
LOC100419059	RA upregulated	2
LOC100421006	RA upregulated	2
LOC100506606	RA upregulated	2
LOC101929076	RA upregulated	2
LOC102723345	RA upregulated	2
LOC105369201	RA upregulated	2
LOC105373289	RA upregulated	2
LOC105377621	RA upregulated	2
LOC730101	RA upregulated	2
LONRF1	RA upregulated	2
LOXL2	RA upregulated	2
LOXL3	RA upregulated	2
LPAR6	RA upregulated	2
LPP	RA upregulated	2
LRATD2	RA upregulated	2
LRP10	RA upregulated	2
LRP4	RA upregulated	2
LRRC17	RA upregulated	2
LRRC3	RA upregulated	2
LRRC37A6P	RA upregulated	2
LRRC43	RA upregulated	2
LRRC75A	RA upregulated	2
LRRC8E	RA upregulated	2
LRRCC1	RA upregulated	2
LRRN4	RA upregulated	2
LSP1	RA upregulated	2
LTBP2	RA upregulated	2
LYL1	RA upregulated	2
LZTS1	RA upregulated	2
MACROH2A2	RA upregulated	2
MAFF	RA upregulated	2
MAFK	RA upregulated	2
MAGEB3	RA upregulated	2
MAGEL2	RA upregulated	2
MAMLD1	RA upregulated	2
MANSC4	RA upregulated	2
MAP1LC3C	RA upregulated	2
MAP2K6	RA upregulated	2
MAST4	RA upregulated	2
MAST4-AS1	RA upregulated	2
MATN3	RA upregulated	2
MBOAT1	RA upregulated	2
MCC	RA upregulated	2
MCUB	RA upregulated	2
MDFI	RA upregulated	2
MDK	RA upregulated	2
MEGF6	RA upregulated	2
MEIS2	RA upregulated	2
MEX3A	RA upregulated	2
MEX3B	RA upregulated	2
MEX3C	RA upregulated	2
MFAP2	RA upregulated	2
MFFP2	RA upregulated	2
MFGE8	RA upregulated	2
MGARP	RA upregulated	2
MIDN	RA upregulated	2
MIR10B	RA upregulated	2
MLPH	RA upregulated	2
MMP11	RA upregulated	2
MMP14	RA upregulated	2
MN1	RA upregulated	2
MOCOS	RA upregulated	2
MOXD1	RA upregulated	2
MPP4	RA upregulated	2
MRAS	RA upregulated	2
MRC2	RA upregulated	2
MRPL23-AS1	RA upregulated	2
MSI1	RA upregulated	2
MSRB3	RA upregulated	2
MVB12B	RA upregulated	2
MVD	RA upregulated	2
MXRA8	RA upregulated	2
MYCL	RA upregulated	2
MYCT1	RA upregulated	2
MYLK3	RA upregulated	2
MYO6	RA upregulated	2
MYO9B	RA upregulated	2
MYRF	RA upregulated	2
N4BP2	RA upregulated	2
NANOS1	RA upregulated	2
NANOS3	RA upregulated	2
NBEAP2	RA upregulated	2
NBPF1	RA upregulated	2
NCOR2	RA upregulated	2
NDNF	RA upregulated	2
NEBL	RA upregulated	2
NEDD9	RA upregulated	2
NEK5	RA upregulated	2
NELL2	RA upregulated	2
NES	RA upregulated	2
NFATC2	RA upregulated	2
NFATC4	RA upregulated	2
NFIA	RA upregulated	2
NFIL3	RA upregulated	2
NGEF	RA upregulated	2
NID1	RA upregulated	2
NID2	RA upregulated	2
NINL	RA upregulated	2
NKAIN4	RA upregulated	2
NKD1	RA upregulated	2
NKILA	RA upregulated	2
NLGN2	RA upregulated	2
NMRK1	RA upregulated	2
NOTCH1	RA upregulated	2
NOTCH3	RA upregulated	2
NPAS2	RA upregulated	2
NPHP1	RA upregulated	2
NPR1	RA upregulated	2
NPTX2	RA upregulated	2
NQO1	RA upregulated	2
NR0B1	RA upregulated	2
NR2F1	RA upregulated	2
NR2F1-AS1	RA upregulated	2
NR3C1	RA upregulated	2
NR4A3	RA upregulated	2
NREP	RA upregulated	2
NRTN	RA upregulated	2
NT5DC3	RA upregulated	2
NTN3	RA upregulated	2
NTN4	RA upregulated	2
NTRK2	RA upregulated	2
NUAK1	RA upregulated	2
NUAK2	RA upregulated	2
NUDT10	RA upregulated	2
NYNRIN	RA upregulated	2
OBSCN	RA upregulated	2
OCIAD2	RA upregulated	2
OLFM2	RA upregulated	2
OLFML3	RA upregulated	2
OLMALINC	RA upregulated	2
OPN3	RA upregulated	2
OSBPL10	RA upregulated	2
OSBPL5	RA upregulated	2
OSCAR	RA upregulated	2
OSGIN1	RA upregulated	2
OSMR	RA upregulated	2
OSR2	RA upregulated	2
OTUD1	RA upregulated	2
P2RY2	RA upregulated	2
PANX2	RA upregulated	2
PARD6G	RA upregulated	2
PARP14	RA upregulated	2
PARP8	RA upregulated	2
PATJ	RA upregulated	2
PBX1	RA upregulated	2
PBX2	RA upregulated	2
PCAT14	RA upregulated	2
PCDH18	RA upregulated	2
PCDH20	RA upregulated	2
PCDH7	RA upregulated	2
PCK2	RA upregulated	2
PCYT1B	RA upregulated	2
PDE10A	RA upregulated	2
PDE4B	RA upregulated	2
PDE4D	RA upregulated	2
PDGFB	RA upregulated	2
PDGFD	RA upregulated	2
PDGFRA	RA upregulated	2
PDGFRB	RA upregulated	2
PDLIM1	RA upregulated	2
PDLIM7	RA upregulated	2
PFKFB3	RA upregulated	2
PHC1P1	RA upregulated	2
PHC2	RA upregulated	2
PHF2	RA upregulated	2
PHLDA1	RA upregulated	2
PHLDA2	RA upregulated	2
PIK3C2G	RA upregulated	2
PITPNM1	RA upregulated	2
PLA2G3	RA upregulated	2
PLAC9P1	RA upregulated	2
PLAG1	RA upregulated	2
PLAU	RA upregulated	2
PLAUR	RA upregulated	2
PLEK2	RA upregulated	2
PLEKHA5	RA upregulated	2
PLEKHA8	RA upregulated	2
PLEKHB1	RA upregulated	2
PLEKHG4	RA upregulated	2
PLEKHG6	RA upregulated	2
PLEKHO2	RA upregulated	2
PLIN2	RA upregulated	2
PLPP3	RA upregulated	2
PMAIP1	RA upregulated	2
PMEL	RA upregulated	2
POC1B	RA upregulated	2
POPDC2	RA upregulated	2
POU2F2	RA upregulated	2
POU4F1	RA upregulated	2
PPP1R13L	RA upregulated	2
PPP1R1B	RA upregulated	2
PPP1R26	RA upregulated	2
PRAME	RA upregulated	2
PRCP	RA upregulated	2
PRDM13	RA upregulated	2
PRELID1P4	RA upregulated	2
PRICKLE1	RA upregulated	2
PRKCH	RA upregulated	2
PRKD1	RA upregulated	2
PRLH	RA upregulated	2
PROCR	RA upregulated	2
PROM1	RA upregulated	2
PTAFR	RA upregulated	2
PTGES3P1	RA upregulated	2
PTGFRN	RA upregulated	2
PTGIS	RA upregulated	2
PTPN21	RA upregulated	2
PTPRE	RA upregulated	2
PTPRF	RA upregulated	2
PTPRK	RA upregulated	2
PXDN	RA upregulated	2
RAB11FIP1	RA upregulated	2
RAB15	RA upregulated	2
RAB38	RA upregulated	2
RAB3B	RA upregulated	2
RAB3IP	RA upregulated	2
RAB43	RA upregulated	2
RAB6C-AS1	RA upregulated	2
RAB8B	RA upregulated	2
RAP2B	RA upregulated	2
RAPH1	RA upregulated	2
RARA-AS1	RA upregulated	2
RARRES2	RA upregulated	2
RASAL2	RA upregulated	2
RASL10A	RA upregulated	2
RASSF2	RA upregulated	2
RASSF8	RA upregulated	2
RASSF8-AS1	RA upregulated	2
RBM15B	RA upregulated	2
RBPMS	RA upregulated	2
RDX	RA upregulated	2
REM2	RA upregulated	2
REN	RA upregulated	2
RESF1	RA upregulated	2
REST	RA upregulated	2
RGL3	RA upregulated	2
RGS12	RA upregulated	2
RGS20	RA upregulated	2
RGS22	RA upregulated	2
RHBDF1	RA upregulated	2
RIMKLB	RA upregulated	2
RIPK2	RA upregulated	2
RIPOR2	RA upregulated	2
RIPPLY3	RA upregulated	2
RNASE4	RA upregulated	2
RNF122	RA upregulated	2
RNF130	RA upregulated	2
RNPEP	RA upregulated	2
ROBO3	RA upregulated	2
ROR1	RA upregulated	2
ROR1-AS1	RA upregulated	2
RPGR	RA upregulated	2
RPL10P7	RA upregulated	2
RPL17P21	RA upregulated	2
RPL18P11	RA upregulated	2
RPL31P44	RA upregulated	2
RRAS	RA upregulated	2
RSPO2	RA upregulated	2
RSU1P2	RA upregulated	2
RUNX1T1	RA upregulated	2
S100A10	RA upregulated	2
S100A16	RA upregulated	2
S1PR2	RA upregulated	2
S1PR3	RA upregulated	2
SACS	RA upregulated	2
SALL4	RA upregulated	2
SAMD14	RA upregulated	2
SATB2	RA upregulated	2
SCAT2	RA upregulated	2
SCN4A	RA upregulated	2
SCRG1	RA upregulated	2
SDC2	RA upregulated	2
SDC4	RA upregulated	2
SEC14L2	RA upregulated	2
SEL1L3	RA upregulated	2
SEMA3A	RA upregulated	2
SEMA3G	RA upregulated	2
SEMA4B	RA upregulated	2
SEMA5B	RA upregulated	2
SEMA6B	RA upregulated	2
SERPINE1	RA upregulated	2
SERPINE2	RA upregulated	2
SERPINH1	RA upregulated	2
SERTAD2	RA upregulated	2
SESTD1	RA upregulated	2
SFRP1	RA upregulated	2
SFRP4	RA upregulated	2
SH3BP1	RA upregulated	2
SH3D19	RA upregulated	2
SH3PXD2B	RA upregulated	2
SHTN1	RA upregulated	2
SIGIRR	RA upregulated	2
SIX5	RA upregulated	2
SKIDA1	RA upregulated	2
SKIL	RA upregulated	2
SLC10A7	RA upregulated	2
SLC12A7	RA upregulated	2
SLC16A3	RA upregulated	2
SLC16A5	RA upregulated	2
SLC1A4	RA upregulated	2
SLC22A18	RA upregulated	2
SLC25A24	RA upregulated	2
SLC27A2	RA upregulated	2
SLC44A1	RA upregulated	2
SLC45A3	RA upregulated	2
SLC66A3	RA upregulated	2
SLC6A16	RA upregulated	2
SLC6A9	RA upregulated	2
SLC7A11	RA upregulated	2
SLC8A1	RA upregulated	2
SLC9A1	RA upregulated	2
SLCO3A1	RA upregulated	2
SLCO4C1	RA upregulated	2
SLIT2	RA upregulated	2
SMAD3	RA upregulated	2
SMAD5	RA upregulated	2
SMARCD3	RA upregulated	2
SMIM24	RA upregulated	2
SMIM32	RA upregulated	2
SMO	RA upregulated	2
SNAPC1	RA upregulated	2
SNN	RA upregulated	2
SNX33	RA upregulated	2
SNX9	RA upregulated	2
SOCS2	RA upregulated	2
SOX11	RA upregulated	2
SOX4	RA upregulated	2
SOX9	RA upregulated	2
SP110	RA upregulated	2
SP6	RA upregulated	2
SPARC	RA upregulated	2
SPATA18	RA upregulated	2
SPATS2L	RA upregulated	2
SPECC1	RA upregulated	2
SPIN4	RA upregulated	2
SPINT1	RA upregulated	2
SPN	RA upregulated	2
SPRY2	RA upregulated	2
SQOR	RA upregulated	2
SREBF1	RA upregulated	2
ST6GALNAC3	RA upregulated	2
STAC2	RA upregulated	2
STAMBPL1	RA upregulated	2
STARD13	RA upregulated	2
STARD4	RA upregulated	2
STAT5A	RA upregulated	2
STC2	RA upregulated	2
STON1	RA upregulated	2
SULT1C4	RA upregulated	2
SUN2	RA upregulated	2
SVEP1	RA upregulated	2
SYCP2	RA upregulated	2
SYDE1	RA upregulated	2
SYN3	RA upregulated	2
TADA3	RA upregulated	2
TAL2	RA upregulated	2
TANC1	RA upregulated	2
TBC1D7-LOC100130357	RA upregulated	2
TBX18	RA upregulated	2
TCEA3	RA upregulated	2
TCEAL2	RA upregulated	2
TCF7L1	RA upregulated	2
TEAD2	RA upregulated	2
TEAD3	RA upregulated	2
TEAD4	RA upregulated	2
TENT5A	RA upregulated	2
TFAP2B	RA upregulated	2
TFPI	RA upregulated	2
TGFB1I1	RA upregulated	2
TGFBI	RA upregulated	2
TGFBR2	RA upregulated	2
TGIF1	RA upregulated	2
TGIF2	RA upregulated	2
TGM2	RA upregulated	2
THBS2	RA upregulated	2
THSD4	RA upregulated	2
TINAGL1	RA upregulated	2
TIPARP	RA upregulated	2
TJP1	RA upregulated	2
TLCD4	RA upregulated	2
TLR1	RA upregulated	2
TLR4	RA upregulated	2
TLR6	RA upregulated	2
TM4SF1	RA upregulated	2
TM4SF4	RA upregulated	2
TM6SF1	RA upregulated	2
TMCC3	RA upregulated	2
TMED10P2	RA upregulated	2
TMEFF1	RA upregulated	2
TMEM119	RA upregulated	2
TMEM154	RA upregulated	2
TMEM156	RA upregulated	2
TMEM204	RA upregulated	2
TMEM271	RA upregulated	2
TMEM35A	RA upregulated	2
TMEM39A	RA upregulated	2
TMEM54	RA upregulated	2
TMEM63A	RA upregulated	2
TMEM74	RA upregulated	2
TMEM98	RA upregulated	2
TMIGD2	RA upregulated	2
TMSB15A	RA upregulated	2
TMTC2	RA upregulated	2
TMTC4	RA upregulated	2
TNC	RA upregulated	2
TNFRSF10B	RA upregulated	2
TNFRSF12A	RA upregulated	2
TNFRSF19	RA upregulated	2
TNFRSF1A	RA upregulated	2
TNFRSF9	RA upregulated	2
TNS3	RA upregulated	2
TOX2	RA upregulated	2
TP53BP2	RA upregulated	2
TP53I11	RA upregulated	2
TPST1	RA upregulated	2
TRAM2-AS1	RA upregulated	2
TRIB3	RA upregulated	2
TRIL	RA upregulated	2
TRIM38	RA upregulated	2
TRIM5	RA upregulated	2
TSHZ1	RA upregulated	2
TSHZ3	RA upregulated	2
TSPAN14	RA upregulated	2
TSPAN4	RA upregulated	2
TTC39B	RA upregulated	2
TWIST1	RA upregulated	2
TXK	RA upregulated	2
TYRP1	RA upregulated	2
UACA	RA upregulated	2
UBA7	RA upregulated	2
UBASH3B	RA upregulated	2
UBTD2	RA upregulated	2
UBXN2A	RA upregulated	2
UGDH	RA upregulated	2
UGGT2	RA upregulated	2
UPP1	RA upregulated	2
USF3	RA upregulated	2
USP6NL	RA upregulated	2
VAMP5	RA upregulated	2
VANGL1	RA upregulated	2
VANGL2	RA upregulated	2
VCAN	RA upregulated	2
VEGFC	RA upregulated	2
VGF	RA upregulated	2
VIM	RA upregulated	2
VIP	RA upregulated	2
VRK2	RA upregulated	2
WASF2	RA upregulated	2
WDFY2	RA upregulated	2
WDR1	RA upregulated	2
WNT11	RA upregulated	2
WTIP	RA upregulated	2
WWTR1	RA upregulated	2
XYLT1	RA upregulated	2
YAP1	RA upregulated	2
YES1	RA upregulated	2
YTHDC2	RA upregulated	2
YWHAZP3	RA upregulated	2
ZBTB18	RA upregulated	2
ZBTB8A	RA upregulated	2
ZC3H12C	RA upregulated	2
ZCCHC2	RA upregulated	2
ZCCHC24	RA upregulated	2
ZDHHC8P1	RA upregulated	2
ZFP36L1	RA upregulated	2
ZFP36L2	RA upregulated	2
ZFP69B	RA upregulated	2
ZFPM2-AS1	RA upregulated	2
ZHX2	RA upregulated	2
ZMYND8	RA upregulated	2
ZNF184	RA upregulated	2
ZNF217	RA upregulated	2
ZNF219	RA upregulated	2
ZNF350-AS1	RA upregulated	2
ZNF468	RA upregulated	2
ZNF469	RA upregulated	2
ZNF487	RA upregulated	2
ZNF518B	RA upregulated	2
ZNF525	RA upregulated	2
ZNF630	RA upregulated	2
ZNF710-AS1	RA upregulated	2
ZNF821	RA upregulated	2
ZNF853	RA upregulated	2
ZNF888	RA upregulated	2
A2ML1	PB upregulated	3
AARS2	PB upregulated	3
AATK	PB upregulated	3
ABCA12	PB upregulated	3
ABCB9	PB upregulated	3
ABCC6	PB upregulated	3
ABCG5	PB upregulated	3
ABCG8	PB upregulated	3
ACADSB	PB upregulated	3
ACE	PB upregulated	3
ACTN2	PB upregulated	3
ADAM12	PB upregulated	3
ADAMTS17	PB upregulated	3
ADAMTS4	PB upregulated	3
ADAMTS7P3	PB upregulated	3
ADCYAP1	PB upregulated	3
ADCYAP1R1	PB upregulated	3
ADGRB2	PB upregulated	3
ADGRE2	PB upregulated	3
ADGRE5	PB upregulated	3
ADGRG2	PB upregulated	3
ADGRG5	PB upregulated	3
ADGRL3	PB upregulated	3
ADORA2A-AS1	PB upregulated	3
ADRA2B	PB upregulated	3
AFF3	PB upregulated	3
AJAP1	PB upregulated	3
AK5	PB upregulated	3
AKAIN1	PB upregulated	3
ALDH4A1	PB upregulated	3
ALDH6A1	PB upregulated	3
ALMS1-IT1	PB upregulated	3
AMPD3	PB upregulated	3
ANK1	PB upregulated	3
ANKEF1	PB upregulated	3
ANKRD33B	PB upregulated	3
ANO3	PB upregulated	3
ANO5	PB upregulated	3
AQP10	PB upregulated	3
AQP2	PB upregulated	3
AQP4	PB upregulated	3
ARHGAP29	PB upregulated	3
ARHGAP4	PB upregulated	3
ARHGEF28	PB upregulated	3
ASB9	PB upregulated	3
ASPDH	PB upregulated	3
ASTN2	PB upregulated	3
ATP10D	PB upregulated	3
ATP2B3	PB upregulated	3
ATP5MC1	PB upregulated	3
B3GAT3	PB upregulated	3
B3GNT2	PB upregulated	3
BCHE	PB upregulated	3
BCS1L	PB upregulated	3
BDNF	PB upregulated	3
BEGAIN	PB upregulated	3
BIRC3	PB upregulated	3
BMP7	PB upregulated	3
BOLA3	PB upregulated	3
BTBD17	PB upregulated	3
BTBD19	PB upregulated	3
C10orf88B	PB upregulated	3
C11orf87	PB upregulated	3
C12orf29	PB upregulated	3
C16orf74	PB upregulated	3
C1orf105	PB upregulated	3
C1QBP	PB upregulated	3
C1QL1	PB upregulated	3
C2CD4A	PB upregulated	3
C5orf34	PB upregulated	3
C6orf132	PB upregulated	3
C8G	PB upregulated	3
CA10	PB upregulated	3
CABLES1	PB upregulated	3
CACNA2D1	PB upregulated	3
CACNA2D2	PB upregulated	3
CAD	PB upregulated	3
CADM2	PB upregulated	3
CAMK4	PB upregulated	3
CAMKK1	PB upregulated	3
CAND2	PB upregulated	3
CAPN6	PB upregulated	3
CARD9	PB upregulated	3
CARMIL2	PB upregulated	3
CARNS1	PB upregulated	3
CBR4	PB upregulated	3
CCDC102A	PB upregulated	3
CCDC136	PB upregulated	3
CCDC150	PB upregulated	3
CCEPR	PB upregulated	3
CCSER1	PB upregulated	3
CD79B	PB upregulated	3
CD9	PB upregulated	3
CDH10	PB upregulated	3
CDH18	PB upregulated	3
CDH24	PB upregulated	3
CDKAL1	PB upregulated	3
CECR2	PB upregulated	3
CES3	PB upregulated	3
CFAP221	PB upregulated	3
CHADL	PB upregulated	3
CHCHD10	PB upregulated	3
CHEK2	PB upregulated	3
CHODL	PB upregulated	3
CHRD	PB upregulated	3
CHRFAM7A	PB upregulated	3
CHRNA7	PB upregulated	3
CHST15	PB upregulated	3
CHTF18	PB upregulated	3
